db_inst,year_month,employee_id,instance_server_id,instance_server_channel_id
hms_inst1,2025-12,20230201DF3E0312E82C,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202302033E5DD66CED98,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202303023A851F0F6F87,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20230302E8A61230FC34,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20230331490C1D9C19B9,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202304101B03774995B5,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202304177C2C88145D0F,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202305017EF257A65796,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2023050183C96B63D645,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202305066C7696597EC7,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20230506A01D654C0C5C,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20230506B9473274A7F9,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20230902C9880F668660,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2023110778C48B7F0B2B,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20240221F379BA68194D,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202406114D742124B273,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202406183DCD469CC0E8,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202407109916CE1751A8,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20240710F9DDE79A232A,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202409141A467517F310,202104211A97BD41A5F1,20210421BBB75B40B62F
